"","ST","DATE","UR","State","Crisis","Months"
"5412","NV",2010-11-01,13.9,"Nevada","Subprime mortgage",34
"5413","NV",2010-12-01,13.8,"Nevada","Subprime mortgage",35
"5459","NV",2008-01-01,5.3,"Nevada","Subprime mortgage",0
"5460","NV",2008-02-01,5.5,"Nevada","Subprime mortgage",1
"5461","NV",2008-03-01,5.7,"Nevada","Subprime mortgage",2
"5462","NV",2008-04-01,5.9,"Nevada","Subprime mortgage",3
"5463","NV",2008-05-01,6.2,"Nevada","Subprime mortgage",4
"5464","NV",2008-06-01,6.5,"Nevada","Subprime mortgage",5
"5465","NV",2008-07-01,6.8,"Nevada","Subprime mortgage",6
"5466","NV",2008-08-01,7.2,"Nevada","Subprime mortgage",7
"5467","NV",2008-09-01,7.6,"Nevada","Subprime mortgage",8
"5468","NV",2008-10-01,8.1,"Nevada","Subprime mortgage",9
"5469","NV",2008-11-01,8.6,"Nevada","Subprime mortgage",10
"5470","NV",2008-12-01,9.2,"Nevada","Subprime mortgage",11
"5471","NV",2009-01-01,9.7,"Nevada","Subprime mortgage",12
"5472","NV",2009-02-01,10.2,"Nevada","Subprime mortgage",13
"5473","NV",2009-03-01,10.7,"Nevada","Subprime mortgage",14
"5474","NV",2009-04-01,11.1,"Nevada","Subprime mortgage",15
"5475","NV",2009-05-01,11.4,"Nevada","Subprime mortgage",16
"5476","NV",2009-06-01,11.7,"Nevada","Subprime mortgage",17
"5477","NV",2009-07-01,12,"Nevada","Subprime mortgage",18
"5478","NV",2009-08-01,12.3,"Nevada","Subprime mortgage",19
"5479","NV",2009-09-01,12.5,"Nevada","Subprime mortgage",20
"5480","NV",2009-10-01,12.8,"Nevada","Subprime mortgage",21
"5481","NV",2009-11-01,13,"Nevada","Subprime mortgage",22
"5482","NV",2009-12-01,13.3,"Nevada","Subprime mortgage",23
"5483","NV",2010-01-01,13.5,"Nevada","Subprime mortgage",24
"5484","NV",2010-02-01,13.6,"Nevada","Subprime mortgage",25
"5485","NV",2010-03-01,13.7,"Nevada","Subprime mortgage",26
"5543","NY",2008-01-01,4.7,"New York","Subprime mortgage",0
"5544","NY",2008-04-01,4.9,"New York","Subprime mortgage",3
"5545","NY",2008-05-01,5,"New York","Subprime mortgage",4
"5546","NY",2008-02-01,4.8,"New York","Subprime mortgage",1
"5547","NY",2008-03-01,4.8,"New York","Subprime mortgage",2
"5548","NY",2008-08-01,5.5,"New York","Subprime mortgage",7
"5549","NY",2008-09-01,5.7,"New York","Subprime mortgage",8
"5550","NY",2008-06-01,5.2,"New York","Subprime mortgage",5
"5551","NY",2008-07-01,5.3,"New York","Subprime mortgage",6
"5552","NY",2008-12-01,6.7,"New York","Subprime mortgage",11
"5553","NY",2009-01-01,7.1,"New York","Subprime mortgage",12
"5554","NY",2009-02-01,7.5,"New York","Subprime mortgage",13
"5555","NY",2009-03-01,7.9,"New York","Subprime mortgage",14
"5556","NY",2009-04-01,8.1,"New York","Subprime mortgage",15
"5557","NY",2009-05-01,8.3,"New York","Subprime mortgage",16
"5558","NY",2009-06-01,8.5,"New York","Subprime mortgage",17
"5559","NY",2009-07-01,8.6,"New York","Subprime mortgage",18
"5560","NY",2009-08-01,8.7,"New York","Subprime mortgage",19
"5561","NY",2009-09-01,8.8,"New York","Subprime mortgage",20
"5562","NY",2009-10-01,8.9,"New York","Subprime mortgage",21
"5563","NY",2008-10-01,6,"New York","Subprime mortgage",9
"5564","NY",2008-11-01,6.3,"New York","Subprime mortgage",10
"5565","NY",2010-01-01,9,"New York","Subprime mortgage",24
"5566","NY",2010-02-01,9,"New York","Subprime mortgage",25
"5567","NY",2010-03-01,8.9,"New York","Subprime mortgage",26
"5568","NY",2010-04-01,8.8,"New York","Subprime mortgage",27
"5569","NY",2010-05-01,8.8,"New York","Subprime mortgage",28
"5570","NY",2010-06-01,8.7,"New York","Subprime mortgage",29
"5571","NY",2010-07-01,8.6,"New York","Subprime mortgage",30
"5572","NY",2010-08-01,8.6,"New York","Subprime mortgage",31
"5573","NY",2010-09-01,8.6,"New York","Subprime mortgage",32
"5574","NY",2010-10-01,8.6,"New York","Subprime mortgage",33
"5575","NY",2010-11-01,8.5,"New York","Subprime mortgage",34
"5576","NY",2010-12-01,8.5,"New York","Subprime mortgage",35
"5603","NY",2009-11-01,9,"New York","Subprime mortgage",22
"5604","NY",2009-12-01,9,"New York","Subprime mortgage",23
"5706","OH",2008-01-01,5.6,"Ohio","Subprime mortgage",0
"5707","OH",2008-04-01,5.9,"Ohio","Subprime mortgage",3
"5708","OH",2008-05-01,6.2,"Ohio","Subprime mortgage",4
"5709","OH",2008-02-01,5.6,"Ohio","Subprime mortgage",1
"5710","OH",2008-03-01,5.7,"Ohio","Subprime mortgage",2
"5711","OH",2008-08-01,6.9,"Ohio","Subprime mortgage",7
"5712","OH",2008-09-01,7.1,"Ohio","Subprime mortgage",8
"5713","OH",2008-10-01,7.3,"Ohio","Subprime mortgage",9
"5714","OH",2008-11-01,7.7,"Ohio","Subprime mortgage",10
"5715","OH",2008-12-01,8.1,"Ohio","Subprime mortgage",11
"5716","OH",2009-01-01,8.6,"Ohio","Subprime mortgage",12
"5717","OH",2009-02-01,9.1,"Ohio","Subprime mortgage",13
"5718","OH",2009-03-01,9.5,"Ohio","Subprime mortgage",14
"5719","OH",2009-04-01,9.9,"Ohio","Subprime mortgage",15
"5720","OH",2009-05-01,10.1,"Ohio","Subprime mortgage",16
"5721","OH",2009-06-01,10.2,"Ohio","Subprime mortgage",17
"5722","OH",2008-06-01,6.4,"Ohio","Subprime mortgage",5
"5723","OH",2008-07-01,6.7,"Ohio","Subprime mortgage",6
"5724","OH",2009-09-01,10.6,"Ohio","Subprime mortgage",20
"5725","OH",2009-10-01,10.8,"Ohio","Subprime mortgage",21
"5726","OH",2009-11-01,10.9,"Ohio","Subprime mortgage",22
"5727","OH",2009-12-01,11.1,"Ohio","Subprime mortgage",23
"5728","OH",2010-01-01,11.1,"Ohio","Subprime mortgage",24
"5729","OH",2010-02-01,11.1,"Ohio","Subprime mortgage",25
"5730","OH",2010-03-01,10.9,"Ohio","Subprime mortgage",26
"5731","OH",2010-04-01,10.7,"Ohio","Subprime mortgage",27
"5732","OH",2010-05-01,10.4,"Ohio","Subprime mortgage",28
"5733","OH",2010-06-01,10.2,"Ohio","Subprime mortgage",29
"5734","OH",2010-07-01,10,"Ohio","Subprime mortgage",30
"5735","OH",2010-08-01,9.9,"Ohio","Subprime mortgage",31
"5736","OH",2010-09-01,9.9,"Ohio","Subprime mortgage",32
"5737","OH",2010-10-01,9.8,"Ohio","Subprime mortgage",33
"5738","OH",2010-11-01,9.7,"Ohio","Subprime mortgage",34
"5739","OH",2010-12-01,9.5,"Ohio","Subprime mortgage",35
"5762","OH",2009-07-01,10.4,"Ohio","Subprime mortgage",18
"5763","OH",2009-08-01,10.5,"Ohio","Subprime mortgage",19
"5949","OK",2008-01-01,3.4,"Oklahoma","Subprime mortgage",0
"5950","OK",2008-02-01,3.3,"Oklahoma","Subprime mortgage",1
"5951","OK",2008-03-01,3.2,"Oklahoma","Subprime mortgage",2
"5952","OK",2008-04-01,3.2,"Oklahoma","Subprime mortgage",3
"5953","OK",2008-05-01,3.3,"Oklahoma","Subprime mortgage",4
"5954","OK",2008-06-01,3.4,"Oklahoma","Subprime mortgage",5
"5955","OK",2008-07-01,3.5,"Oklahoma","Subprime mortgage",6
"5956","OK",2008-08-01,3.6,"Oklahoma","Subprime mortgage",7
"5957","OK",2008-09-01,3.7,"Oklahoma","Subprime mortgage",8
"5958","OK",2008-10-01,3.9,"Oklahoma","Subprime mortgage",9
"5959","OK",2008-11-01,4.2,"Oklahoma","Subprime mortgage",10
"5960","OK",2008-12-01,4.7,"Oklahoma","Subprime mortgage",11
"5961","OK",2009-01-01,5.2,"Oklahoma","Subprime mortgage",12
"5962","OK",2009-02-01,5.7,"Oklahoma","Subprime mortgage",13
"5963","OK",2009-03-01,6.1,"Oklahoma","Subprime mortgage",14
"5964","OK",2009-04-01,6.5,"Oklahoma","Subprime mortgage",15
"6007","OK",2009-06-01,6.9,"Oklahoma","Subprime mortgage",17
"6008","OK",2009-07-01,6.9,"Oklahoma","Subprime mortgage",18
"6009","OK",2009-08-01,6.9,"Oklahoma","Subprime mortgage",19
"6010","OK",2009-09-01,6.9,"Oklahoma","Subprime mortgage",20
"6011","OK",2009-10-01,6.9,"Oklahoma","Subprime mortgage",21
"6012","OK",2009-11-01,7,"Oklahoma","Subprime mortgage",22
"6013","OK",2009-12-01,7,"Oklahoma","Subprime mortgage",23
"6014","OK",2010-01-01,7,"Oklahoma","Subprime mortgage",24
"6015","OK",2010-02-01,6.9,"Oklahoma","Subprime mortgage",25
"6016","OK",2010-03-01,6.8,"Oklahoma","Subprime mortgage",26
"6017","OK",2010-04-01,6.7,"Oklahoma","Subprime mortgage",27
"6018","OK",2010-05-01,6.6,"Oklahoma","Subprime mortgage",28
"6019","OK",2010-06-01,6.4,"Oklahoma","Subprime mortgage",29
"6020","OK",2010-07-01,6.4,"Oklahoma","Subprime mortgage",30
"6021","OK",2010-08-01,6.3,"Oklahoma","Subprime mortgage",31
"6022","OK",2010-09-01,6.3,"Oklahoma","Subprime mortgage",32
"6023","OK",2010-10-01,6.3,"Oklahoma","Subprime mortgage",33
"6024","OK",2010-11-01,6.2,"Oklahoma","Subprime mortgage",34
"6025","OK",2010-12-01,6.1,"Oklahoma","Subprime mortgage",35
"6031","OK",2009-05-01,6.7,"Oklahoma","Subprime mortgage",16
"6047","OR",2009-06-01,11.2,"Oregon","Subprime mortgage",17
"6048","OR",2009-07-01,11,"Oregon","Subprime mortgage",18
"6049","OR",2009-08-01,10.8,"Oregon","Subprime mortgage",19
"6050","OR",2009-09-01,10.7,"Oregon","Subprime mortgage",20
"6051","OR",2009-10-01,10.6,"Oregon","Subprime mortgage",21
"6052","OR",2009-11-01,10.7,"Oregon","Subprime mortgage",22
"6053","OR",2009-12-01,10.7,"Oregon","Subprime mortgage",23
"6054","OR",2010-01-01,10.8,"Oregon","Subprime mortgage",24
"6055","OR",2010-02-01,10.9,"Oregon","Subprime mortgage",25
"6056","OR",2010-03-01,10.9,"Oregon","Subprime mortgage",26
"6057","OR",2010-04-01,10.9,"Oregon","Subprime mortgage",27
"6058","OR",2010-05-01,10.8,"Oregon","Subprime mortgage",28
"6059","OR",2010-06-01,10.7,"Oregon","Subprime mortgage",29
"6060","OR",2010-07-01,10.7,"Oregon","Subprime mortgage",30
"6061","OR",2010-08-01,10.6,"Oregon","Subprime mortgage",31
"6062","OR",2010-09-01,10.6,"Oregon","Subprime mortgage",32
"6063","OR",2010-10-01,10.6,"Oregon","Subprime mortgage",33
"6064","OR",2010-11-01,10.5,"Oregon","Subprime mortgage",34
"6065","OR",2010-12-01,10.3,"Oregon","Subprime mortgage",35
"6111","OR",2008-01-01,5.1,"Oregon","Subprime mortgage",0
"6112","OR",2008-02-01,5.1,"Oregon","Subprime mortgage",1
"6113","OR",2008-03-01,5.1,"Oregon","Subprime mortgage",2
"6114","OR",2008-04-01,5.2,"Oregon","Subprime mortgage",3
"6115","OR",2008-05-01,5.4,"Oregon","Subprime mortgage",4
"6116","OR",2008-06-01,5.7,"Oregon","Subprime mortgage",5
"6117","OR",2008-07-01,6,"Oregon","Subprime mortgage",6
"6118","OR",2008-08-01,6.4,"Oregon","Subprime mortgage",7
"6119","OR",2008-09-01,6.9,"Oregon","Subprime mortgage",8
"6120","OR",2008-10-01,7.4,"Oregon","Subprime mortgage",9
"6121","OR",2008-11-01,8.1,"Oregon","Subprime mortgage",10
"6122","OR",2008-12-01,8.9,"Oregon","Subprime mortgage",11
"6123","OR",2009-01-01,9.7,"Oregon","Subprime mortgage",12
"6124","OR",2009-02-01,10.5,"Oregon","Subprime mortgage",13
"6125","OR",2009-03-01,11,"Oregon","Subprime mortgage",14
"6126","OR",2009-04-01,11.3,"Oregon","Subprime mortgage",15
"6127","OR",2009-05-01,11.3,"Oregon","Subprime mortgage",16
"6276","PA",2008-01-01,4.8,"Pennsylvania","Subprime mortgage",0
"6277","PA",2008-02-01,4.8,"Pennsylvania","Subprime mortgage",1
"6278","PA",2008-03-01,4.9,"Pennsylvania","Subprime mortgage",2
"6279","PA",2008-04-01,4.9,"Pennsylvania","Subprime mortgage",3
"6280","PA",2008-05-01,5,"Pennsylvania","Subprime mortgage",4
"6281","PA",2008-06-01,5.1,"Pennsylvania","Subprime mortgage",5
"6282","PA",2008-07-01,5.2,"Pennsylvania","Subprime mortgage",6
"6283","PA",2008-08-01,5.4,"Pennsylvania","Subprime mortgage",7
"6284","PA",2008-09-01,5.5,"Pennsylvania","Subprime mortgage",8
"6285","PA",2008-10-01,5.8,"Pennsylvania","Subprime mortgage",9
"6286","PA",2008-11-01,6.2,"Pennsylvania","Subprime mortgage",10
"6287","PA",2008-12-01,6.6,"Pennsylvania","Subprime mortgage",11
"6288","PA",2009-01-01,7,"Pennsylvania","Subprime mortgage",12
"6289","PA",2009-02-01,7.4,"Pennsylvania","Subprime mortgage",13
"6290","PA",2009-03-01,7.7,"Pennsylvania","Subprime mortgage",14
"6291","PA",2009-04-01,8,"Pennsylvania","Subprime mortgage",15
"6292","PA",2009-05-01,8.1,"Pennsylvania","Subprime mortgage",16
"6293","PA",2009-06-01,8.2,"Pennsylvania","Subprime mortgage",17
"6294","PA",2009-07-01,8.2,"Pennsylvania","Subprime mortgage",18
"6295","PA",2009-08-01,8.2,"Pennsylvania","Subprime mortgage",19
"6296","PA",2009-09-01,8.2,"Pennsylvania","Subprime mortgage",20
"6297","PA",2009-10-01,8.2,"Pennsylvania","Subprime mortgage",21
"6298","PA",2009-11-01,8.2,"Pennsylvania","Subprime mortgage",22
"6299","PA",2009-12-01,8.3,"Pennsylvania","Subprime mortgage",23
"6300","PA",2010-01-01,8.4,"Pennsylvania","Subprime mortgage",24
"6301","PA",2010-02-01,8.5,"Pennsylvania","Subprime mortgage",25
"6302","PA",2010-03-01,8.5,"Pennsylvania","Subprime mortgage",26
"6303","PA",2010-04-01,8.4,"Pennsylvania","Subprime mortgage",27
"6304","PA",2010-05-01,8.3,"Pennsylvania","Subprime mortgage",28
"6305","PA",2010-06-01,8.1,"Pennsylvania","Subprime mortgage",29
"6306","PA",2010-07-01,8,"Pennsylvania","Subprime mortgage",30
"6307","PA",2010-08-01,8,"Pennsylvania","Subprime mortgage",31
"6308","PA",2010-09-01,8,"Pennsylvania","Subprime mortgage",32
"6309","PA",2010-10-01,8,"Pennsylvania","Subprime mortgage",33
"6310","PA",2010-11-01,7.9,"Pennsylvania","Subprime mortgage",34
"6311","PA",2010-12-01,7.9,"Pennsylvania","Subprime mortgage",35
"6358","RI",2008-01-01,6,"Rhode Island","Subprime mortgage",0
"6359","RI",2008-04-01,6.6,"Rhode Island","Subprime mortgage",3
"6360","RI",2008-05-01,7,"Rhode Island","Subprime mortgage",4
"6361","RI",2008-06-01,7.3,"Rhode Island","Subprime mortgage",5
"6362","RI",2008-07-01,7.7,"Rhode Island","Subprime mortgage",6
"6363","RI",2008-08-01,8,"Rhode Island","Subprime mortgage",7
"6364","RI",2008-09-01,8.4,"Rhode Island","Subprime mortgage",8
"6365","RI",2008-10-01,8.7,"Rhode Island","Subprime mortgage",9
"6366","RI",2008-11-01,9.2,"Rhode Island","Subprime mortgage",10
"6367","RI",2008-12-01,9.7,"Rhode Island","Subprime mortgage",11
"6368","RI",2009-01-01,10.2,"Rhode Island","Subprime mortgage",12
"6369","RI",2009-02-01,10.7,"Rhode Island","Subprime mortgage",13
"6370","RI",2008-02-01,6.2,"Rhode Island","Subprime mortgage",1
"6371","RI",2008-03-01,6.4,"Rhode Island","Subprime mortgage",2
"6451","RI",2009-03-01,11.2,"Rhode Island","Subprime mortgage",14
"6452","RI",2009-04-01,11.4,"Rhode Island","Subprime mortgage",15
"6453","RI",2009-05-01,11.6,"Rhode Island","Subprime mortgage",16
"6454","RI",2009-06-01,11.6,"Rhode Island","Subprime mortgage",17
"6455","RI",2009-07-01,11.6,"Rhode Island","Subprime mortgage",18
"6456","RI",2009-08-01,11.6,"Rhode Island","Subprime mortgage",19
"6457","RI",2009-09-01,11.6,"Rhode Island","Subprime mortgage",20
"6458","RI",2009-10-01,11.7,"Rhode Island","Subprime mortgage",21
"6459","RI",2009-11-01,11.7,"Rhode Island","Subprime mortgage",22
"6460","RI",2009-12-01,11.8,"Rhode Island","Subprime mortgage",23
"6461","RI",2010-01-01,11.8,"Rhode Island","Subprime mortgage",24
"6462","RI",2010-02-01,11.9,"Rhode Island","Subprime mortgage",25
"6463","RI",2010-03-01,11.8,"Rhode Island","Subprime mortgage",26
"6464","RI",2010-04-01,11.8,"Rhode Island","Subprime mortgage",27
"6465","RI",2010-05-01,11.7,"Rhode Island","Subprime mortgage",28
"6466","RI",2010-06-01,11.6,"Rhode Island","Subprime mortgage",29
"6467","RI",2010-07-01,11.5,"Rhode Island","Subprime mortgage",30
"6468","RI",2010-08-01,11.5,"Rhode Island","Subprime mortgage",31
"6469","RI",2010-09-01,11.5,"Rhode Island","Subprime mortgage",32
"6470","RI",2010-10-01,11.5,"Rhode Island","Subprime mortgage",33
"6471","RI",2010-11-01,11.5,"Rhode Island","Subprime mortgage",34
"6472","RI",2010-12-01,11.4,"Rhode Island","Subprime mortgage",35
"6601","SC",2008-01-01,6,"South Carolina","Subprime mortgage",0
"6602","SC",2008-02-01,6,"South Carolina","Subprime mortgage",1
"6603","SC",2008-03-01,6.1,"South Carolina","Subprime mortgage",2
"6604","SC",2008-04-01,6.3,"South Carolina","Subprime mortgage",3
"6605","SC",2008-05-01,6.6,"South Carolina","Subprime mortgage",4
"6606","SC",2008-06-01,6.9,"South Carolina","Subprime mortgage",5
"6607","SC",2008-07-01,7.3,"South Carolina","Subprime mortgage",6
"6608","SC",2008-08-01,7.6,"South Carolina","Subprime mortgage",7
"6609","SC",2008-09-01,8,"South Carolina","Subprime mortgage",8
"6610","SC",2008-10-01,8.4,"South Carolina","Subprime mortgage",9
"6611","SC",2008-11-01,8.9,"South Carolina","Subprime mortgage",10
"6612","SC",2008-12-01,9.4,"South Carolina","Subprime mortgage",11
"6613","SC",2009-01-01,10,"South Carolina","Subprime mortgage",12
"6614","SC",2009-02-01,10.5,"South Carolina","Subprime mortgage",13
"6615","SC",2009-03-01,10.9,"South Carolina","Subprime mortgage",14
"6616","SC",2009-04-01,11.2,"South Carolina","Subprime mortgage",15
"6617","SC",2009-05-01,11.4,"South Carolina","Subprime mortgage",16
"6618","SC",2009-06-01,11.5,"South Carolina","Subprime mortgage",17
"6619","SC",2009-07-01,11.6,"South Carolina","Subprime mortgage",18
"6620","SC",2009-08-01,11.8,"South Carolina","Subprime mortgage",19
"6621","SC",2009-09-01,11.9,"South Carolina","Subprime mortgage",20
"6622","SC",2009-10-01,12,"South Carolina","Subprime mortgage",21
"6623","SC",2009-11-01,12,"South Carolina","Subprime mortgage",22
"6624","SC",2009-12-01,12.1,"South Carolina","Subprime mortgage",23
"6625","SC",2010-01-01,12,"South Carolina","Subprime mortgage",24
"6626","SC",2010-02-01,11.8,"South Carolina","Subprime mortgage",25
"6627","SC",2010-03-01,11.7,"South Carolina","Subprime mortgage",26
"6628","SC",2010-04-01,11.5,"South Carolina","Subprime mortgage",27
"6629","SC",2010-05-01,11.3,"South Carolina","Subprime mortgage",28
"6630","SC",2010-06-01,11.2,"South Carolina","Subprime mortgage",29
"6631","SC",2010-07-01,11.1,"South Carolina","Subprime mortgage",30
"6632","SC",2010-08-01,11.1,"South Carolina","Subprime mortgage",31
"6633","SC",2010-09-01,11.1,"South Carolina","Subprime mortgage",32
"6634","SC",2010-10-01,11,"South Carolina","Subprime mortgage",33
"6635","SC",2010-11-01,10.9,"South Carolina","Subprime mortgage",34
"6636","SC",2010-12-01,10.9,"South Carolina","Subprime mortgage",35
"6684","SD",2008-02-01,2.6,"South Dakota","Subprime mortgage",1
"6685","SD",2008-03-01,2.6,"South Dakota","Subprime mortgage",2
"6686","SD",2008-04-01,2.7,"South Dakota","Subprime mortgage",3
"6687","SD",2008-06-01,2.9,"South Dakota","Subprime mortgage",5
"6688","SD",2008-07-01,3.1,"South Dakota","Subprime mortgage",6
"6689","SD",2008-08-01,3.2,"South Dakota","Subprime mortgage",7
"6690","SD",2008-05-01,2.8,"South Dakota","Subprime mortgage",4
"6691","SD",2008-10-01,3.5,"South Dakota","Subprime mortgage",9
"6692","SD",2008-11-01,3.7,"South Dakota","Subprime mortgage",10
"6693","SD",2008-12-01,3.9,"South Dakota","Subprime mortgage",11
"6694","SD",2008-09-01,3.4,"South Dakota","Subprime mortgage",8
"6695","SD",2008-01-01,2.6,"South Dakota","Subprime mortgage",0
"6696","SD",2009-03-01,4.5,"South Dakota","Subprime mortgage",14
"6697","SD",2009-04-01,4.7,"South Dakota","Subprime mortgage",15
"6698","SD",2009-05-01,4.7,"South Dakota","Subprime mortgage",16
"6699","SD",2009-06-01,4.7,"South Dakota","Subprime mortgage",17
"6700","SD",2009-07-01,4.6,"South Dakota","Subprime mortgage",18
"6701","SD",2009-08-01,4.6,"South Dakota","Subprime mortgage",19
"6702","SD",2009-09-01,4.6,"South Dakota","Subprime mortgage",20
"6703","SD",2009-10-01,4.6,"South Dakota","Subprime mortgage",21
"6704","SD",2009-11-01,4.7,"South Dakota","Subprime mortgage",22
"6705","SD",2009-12-01,4.8,"South Dakota","Subprime mortgage",23
"6706","SD",2010-01-01,4.8,"South Dakota","Subprime mortgage",24
"6707","SD",2010-02-01,4.9,"South Dakota","Subprime mortgage",25
"6708","SD",2010-03-01,4.9,"South Dakota","Subprime mortgage",26
"6709","SD",2010-04-01,4.9,"South Dakota","Subprime mortgage",27
"6710","SD",2010-05-01,4.9,"South Dakota","Subprime mortgage",28
"6711","SD",2010-06-01,4.9,"South Dakota","Subprime mortgage",29
"6712","SD",2010-07-01,4.9,"South Dakota","Subprime mortgage",30
"6713","SD",2010-08-01,4.9,"South Dakota","Subprime mortgage",31
"6714","SD",2010-09-01,4.9,"South Dakota","Subprime mortgage",32
"6715","SD",2010-10-01,4.9,"South Dakota","Subprime mortgage",33
"6716","SD",2010-11-01,5,"South Dakota","Subprime mortgage",34
"6717","SD",2010-12-01,5,"South Dakota","Subprime mortgage",35
"6734","SD",2009-01-01,4.1,"South Dakota","Subprime mortgage",12
"6735","SD",2009-02-01,4.4,"South Dakota","Subprime mortgage",13
"6847","TN",2008-01-01,5.3,"Tennessee","Subprime mortgage",0
"6848","TN",2008-02-01,5.4,"Tennessee","Subprime mortgage",1
"6849","TN",2008-05-01,6.1,"Tennessee","Subprime mortgage",4
"6850","TN",2008-06-01,6.4,"Tennessee","Subprime mortgage",5
"6851","TN",2008-03-01,5.6,"Tennessee","Subprime mortgage",2
"6852","TN",2008-04-01,5.8,"Tennessee","Subprime mortgage",3
"6853","TN",2008-09-01,7,"Tennessee","Subprime mortgage",8
"6854","TN",2008-10-01,7.3,"Tennessee","Subprime mortgage",9
"6855","TN",2008-07-01,6.6,"Tennessee","Subprime mortgage",6
"6856","TN",2008-08-01,6.8,"Tennessee","Subprime mortgage",7
"6937","TN",2008-11-01,7.7,"Tennessee","Subprime mortgage",10
"6938","TN",2008-12-01,8.2,"Tennessee","Subprime mortgage",11
"6939","TN",2009-01-01,8.7,"Tennessee","Subprime mortgage",12
"6940","TN",2009-02-01,9.2,"Tennessee","Subprime mortgage",13
"6941","TN",2009-03-01,9.7,"Tennessee","Subprime mortgage",14
"6942","TN",2009-04-01,10.1,"Tennessee","Subprime mortgage",15
"6943","TN",2009-05-01,10.3,"Tennessee","Subprime mortgage",16
"6944","TN",2009-06-01,10.4,"Tennessee","Subprime mortgage",17
"6945","TN",2009-07-01,10.5,"Tennessee","Subprime mortgage",18
"6946","TN",2009-08-01,10.5,"Tennessee","Subprime mortgage",19
"6947","TN",2009-09-01,10.5,"Tennessee","Subprime mortgage",20
"6948","TN",2009-10-01,10.5,"Tennessee","Subprime mortgage",21
"6949","TN",2009-11-01,10.5,"Tennessee","Subprime mortgage",22
"6950","TN",2009-12-01,10.5,"Tennessee","Subprime mortgage",23
"6951","TN",2010-01-01,10.5,"Tennessee","Subprime mortgage",24
"6952","TN",2010-02-01,10.4,"Tennessee","Subprime mortgage",25
"6953","TN",2010-03-01,10.2,"Tennessee","Subprime mortgage",26
"6954","TN",2010-04-01,10,"Tennessee","Subprime mortgage",27
"6955","TN",2010-05-01,9.8,"Tennessee","Subprime mortgage",28
"6956","TN",2010-06-01,9.6,"Tennessee","Subprime mortgage",29
"6957","TN",2010-07-01,9.5,"Tennessee","Subprime mortgage",30
"6958","TN",2010-08-01,9.5,"Tennessee","Subprime mortgage",31
"6959","TN",2010-09-01,9.5,"Tennessee","Subprime mortgage",32
"6960","TN",2010-10-01,9.6,"Tennessee","Subprime mortgage",33
"6961","TN",2010-11-01,9.7,"Tennessee","Subprime mortgage",34
"6962","TN",2010-12-01,9.6,"Tennessee","Subprime mortgage",35
"7018","TX",2008-11-01,5.6,"Texas","Subprime mortgage",10
"7019","TX",2008-12-01,5.9,"Texas","Subprime mortgage",11
"7020","TX",2009-01-01,6.1,"Texas","Subprime mortgage",12
"7021","TX",2009-02-01,6.3,"Texas","Subprime mortgage",13
"7022","TX",2009-03-01,6.4,"Texas","Subprime mortgage",14
"7023","TX",2009-04-01,6.5,"Texas","Subprime mortgage",15
"7024","TX",2009-05-01,7.5,"Texas","Subprime mortgage",16
"7025","TX",2009-06-01,8,"Texas","Subprime mortgage",17
"7026","TX",2009-07-01,8.2,"Texas","Subprime mortgage",18
"7027","TX",2009-08-01,8.3,"Texas","Subprime mortgage",19
"7028","TX",2009-09-01,8.3,"Texas","Subprime mortgage",20
"7029","TX",2009-10-01,8.3,"Texas","Subprime mortgage",21
"7030","TX",2009-11-01,8.3,"Texas","Subprime mortgage",22
"7031","TX",2009-12-01,8.3,"Texas","Subprime mortgage",23
"7032","TX",2010-01-01,8.3,"Texas","Subprime mortgage",24
"7033","TX",2010-02-01,8.3,"Texas","Subprime mortgage",25
"7034","TX",2010-03-01,8.3,"Texas","Subprime mortgage",26
"7035","TX",2010-04-01,8.2,"Texas","Subprime mortgage",27
"7036","TX",2010-05-01,8.2,"Texas","Subprime mortgage",28
"7037","TX",2010-06-01,8.1,"Texas","Subprime mortgage",29
"7038","TX",2010-07-01,8.1,"Texas","Subprime mortgage",30
"7039","TX",2010-08-01,8.1,"Texas","Subprime mortgage",31
"7040","TX",2010-09-01,8.1,"Texas","Subprime mortgage",32
"7041","TX",2010-10-01,8.2,"Texas","Subprime mortgage",33
"7042","TX",2010-11-01,8.2,"Texas","Subprime mortgage",34
"7043","TX",2010-12-01,8.2,"Texas","Subprime mortgage",35
"7131","TX",2008-01-01,4.3,"Texas","Subprime mortgage",0
"7132","TX",2008-02-01,4.3,"Texas","Subprime mortgage",1
"7133","TX",2008-03-01,4.3,"Texas","Subprime mortgage",2
"7134","TX",2008-04-01,4.4,"Texas","Subprime mortgage",3
"7135","TX",2008-05-01,4.5,"Texas","Subprime mortgage",4
"7136","TX",2008-06-01,4.7,"Texas","Subprime mortgage",5
"7137","TX",2008-07-01,4.8,"Texas","Subprime mortgage",6
"7138","TX",2008-08-01,5,"Texas","Subprime mortgage",7
"7171","TX",2008-09-01,5.2,"Texas","Subprime mortgage",8
"7172","TX",2008-10-01,5.4,"Texas","Subprime mortgage",9
"7295","U.S.",2010-02-01,9.8,"U.S.","Subprime mortgage",25
"7296","U.S.",2010-03-01,9.9,"U.S.","Subprime mortgage",26
"7297","U.S.",2010-04-01,9.9,"U.S.","Subprime mortgage",27
"7298","U.S.",2010-05-01,9.6,"U.S.","Subprime mortgage",28
"7299","U.S.",2010-06-01,9.4,"U.S.","Subprime mortgage",29
